year,division,gender,event_code,place,athlete,class_year,team,time,meet,meet_date,qualifying_cutoff,qualifies
2017,D3,women,1500,37,"Ortiz, Fabiola",SR-4,Dubuque,4:36.42,2017 Kip Janvrin Open,"Apr 27, 2017",22,False
2017,D3,women,1500,38,"Shine, Rachael",SR-4,Oneonta,4:36.48,Bison Outdoor Classic,"Apr 14, 2017",22,False
2017,D3,women,1500,39,"Halverson, Annika",JR-3,Bethel (Minn.),4:36.52,Meet of the UnSaintly,"May 5, 2017",22,False
2017,D3,women,1500,40,"Podosek, Joanna",JR-3,Monmouth (Ill.),4:36.63,Augustana Womens Invite,"Apr 21, 2017",22,False
2017,D3,women,1500,41,"Rodenfels, Annie",SO-2,Centre,4:36.64,Centre Twilight,"Apr 14, 2017",22,False
2017,D3,women,1500,42,"Cordani, Taryn",JR-3,Ithaca,4:36.91,Oneonta Final Qualifier,"May 17, 2017",22,False
2017,D3,women,1500,43,"Linzmeier, Kristen",SR-4,Wis.-Oshkosh,4:37.04,"51st Annual Hillsdale ""GINA"" Relays","Apr 27, 2017",22,False
2017,D3,women,1500,44,"Cwik, Sonja",SR-4,Wellesley,4:37.15,NEICAAA Outdoor Track & Field Championships,"May 12, 2017",22,False
2017,D3,women,1500,45,"Swanson, Hannah",JR-3,Willamette,4:37.33,Oregon State University High Performance,"Apr 28, 2017",22,False
2017,D3,women,1500,46,"Arnold, Kaitlyn",SR-4,Alma,4:37.36,NCC Gregory Final Qualifier - 2017,"May 17, 2017",22,False
2017,D3,women,1500,47,"Regan, Amy",SR-4,Stevens Institute,4:37.75,Empire 8 Outdoor Track & Field Championships,"Apr 22, 2017",22,False
2017,D3,women,1500,48,"Jones, Emma",SR-4,RIT,4:38.36,Bison Outdoor Classic,"Apr 14, 2017",22,False
2017,D3,women,1500,49,"Freed, Tasha",SO-2,Johns Hopkins,4:38.54,Hopkins Invitational,"Apr 14, 2017",22,False
2017,D3,women,1500,50,"Bango, Carmen",FR-1,Williams,4:38.64,NESCAC Track & Field Championships,"Apr 29, 2017",22,False
2013,D2,women,4x100,1,,,Academy of Art (A),44.19,2013 Drake Relays presented by Hy-Vee,"Apr 24, 2013",16,True
2013,D2,women,4x100,2,,,Lincoln (Mo.) (G),44.41,2013 Drake Relays presented by Hy-Vee,"Apr 24, 2013",16,True
2013,D2,women,4x100,3,,,Academy of Art (C),44.91,UTEP Invitational 2013,"Apr 13, 2013",16,True
2013,D2,women,4x100,4,,,Grand Canyon (A),44.95,PacWest Conference Championships,"Apr 26, 2013",16,True
2013,D2,women,4x100,5,,,Johnson C. Smith (A),45.02,Penn Relays,"Apr 25, 2013",16,True
2013,D2,women,4x100,6,,,Lincoln (Mo.) (H),45.24,MIAA Conference Championships,"May 3, 2013",16,True
2013,D2,women,4x100,7,,,Johnson C. Smith (B),45.31,CIAA Outdoor Track & Field Championships,"Apr 19, 2013",16,True
2013,D2,women,4x100,7,,,Lincoln (Mo.) (E),45.31,Emporia State Relays,"Apr 6, 2013",16,True
2013,D2,women,4x100,9,,,Virginia Union (E),45.49,Virginia Challenge,"May 10, 2013",16,True
2013,D2,women,4x100,10,,,Adams State (B),45.55,55th Mt. SAC Relays,"Apr 18, 2013",16,True
2013,D2,women,4x100,11,,,Lincoln (Mo.) (C),45.7,PSU Wendy's Open,"Mar 30, 2013",16,True
2013,D2,women,4x100,12,,,Adams State (A),45.71,Don Kirby Tailwind Invitational,"Apr 6, 2013",16,True
2013,D2,women,4x100,13,,,Grand Valley St. (B),45.75,GVSU Second to Last Chance Meet,"May 10, 2013",16,True
2013,D2,women,4x100,14,,,Lincoln (Mo.) (A),45.84,Washington University Mini Meet,"Mar 22, 2013",16,True
2013,D2,women,4x100,15,,,Lincoln (Mo.) (F),45.89,Saint Louis University Invitational,"Apr 12, 2013",16,True
2013,D2,women,4x100,16,,,St. Augustine's (E),46.03,Penn Relays,"Apr 25, 2013",16,True
2013,D2,women,4x100,17,,,St. Augustine's (F),46.08,Virginia Challenge,"May 10, 2013",16,False
2013,D2,women,4x100,18,,,Nova Southeastern (B),46.1,Miami Hurricane Alumni Invitational,"Apr 13, 2013",16,False
2013,D2,women,4x100,19,,,Lincoln (Mo.) (D),46.11,PSU Wendy's Open,"Mar 30, 2013",16,False
2013,D2,women,4x100,20,,,Abilene Christian (A),46.25,ACU Oliver Jackson Twilight,"May 8, 2013",16,False
2013,D2,women,4x100,21,,,St. Augustine's (A),46.27,Raleigh Relays (College/University),"Mar 29, 2013",16,False
2013,D2,women,4x100,22,,,Incarnate Word (H),46.3,Lone Star Conference Outdoor Track & Field Championships,"May 2, 2013",16,False
2013,D2,women,4x100,23,,,Alabama-Huntsville (B),46.3,Ole Miss Invite and Multi Event meet,"Apr 13, 2013",16,False
2013,D2,women,4x100,24,,,Academy of Art (B),46.33,2013 Clyde Littlefield Texas Relays,"Mar 27, 2013",16,False
2013,D2,women,4x100,24,,,Adams State (D),46.33,RMAC Championships,"May 5, 2013",16,False
2013,D2,women,4x100,26,,,West Texas A&M (D),46.39,West Texas Open and Multi,"Apr 12, 2013",16,False
2013,D2,women,4x100,27,,,Angelo State (A),46.46,Texas Tech Red Raider Open,"Apr 25, 2013",16,False
2013,D2,women,4x100,28,,,New Haven (D),46.47,NEICAAA Outdoor Track & Field Championships,"May 9, 2013",16,False
2013,D2,women,4x100,29,,,St. Augustine's (D),46.52,Penn Relays,"Apr 25, 2013",16,False
2013,D2,women,4x100,30,,,West Texas A&M (A),46.53,55th Mt. SAC Relays,"Apr 18, 2013",16,False
2013,D2,women,4x100,31,,,P.R.-Rio Piedras (A),46.58,Justas LAI 2013,"Apr 18, 2013",16,False
2013,D2,women,4x100,32,,,Emporia St. (A),46.61,Sam Williams Twilight Qualifier,"May 11, 2013",16,False
2013,D2,women,4x100,33,,,Virginia Union (A),46.63,VCU Ram Invite,"Mar 16, 2013",16,False
2013,D2,women,4x100,34,,,Fort Valley State (A),46.67,SIAC Track and Field Championships,"Apr 18, 2013",16,False
2013,D2,women,4x100,35,,,Benedict (D),46.72,SIAC Track and Field Championships,"Apr 18, 2013",16,False
2013,D2,women,4x100,36,,,Lincoln (Pa.) (E),46.74,Battle of the First,"Apr 11, 2013",16,False
2013,D2,women,4x100,37,,,Seattle Pacific (A),46.77,GNAC Outdoor Track & Field Championships,"May 10, 2013",16,False
2013,D2,women,4x100,38,,,Angelo State (B),46.79,ACU Oliver Jackson Twilight,"May 8, 2013",16,False
2013,D2,women,4x100,39,,,Incarnate Word (A),46.8,McNeese SpringTime Classic,"Apr 13, 2013",16,False
2013,D2,women,4x100,40,,,Nova Southeastern (A),46.81,Miami Hurricane Invitational,"Mar 15, 2013",16,False
2013,D2,women,4x100,41,,,Virginia Union (C),46.82,2013 Tribe Invitational,"Mar 22, 2013",16,False
2013,D2,women,4x100,42,,,West Texas A&M (E),46.86,ACU Oliver Jackson Twilight,"May 8, 2013",16,False
2013,D2,women,4x100,43,,,TAMU-Kingsville (A),46.92,J. Fred Duckett Rice Twilight Meet,"Apr 20, 2013",16,False
2013,D2,women,4x100,43,,,East Stroudsburg (A),46.92,PSAC Outdoor Track & Field Championships,"May 9, 2013",16,False
2013,D2,women,4x100,45,,,Alabama-Huntsville (D),46.93,Peach Belt Conference Track & Field Championships,"Apr 19, 2013",16,False
2013,D2,women,4x100,46,,,Nova Southeastern (C),46.94,Peach Belt Conference Track & Field Championships,"Apr 19, 2013",16,False
2013,D2,women,4x100,47,,,New Mexico Highlands (A),46.96,Don Kirby Tailwind Invitational,"Apr 6, 2013",16,False
2013,D2,women,4x100,48,,,Emporia St. (B),46.97,Emporia State Relays,"Apr 6, 2013",16,False
2013,D2,women,4x100,49,,,Tiffin (B),47.01,GLIAC Outdoor Track & Field Championships,"May 1, 2013",16,False
2013,D2,women,4x100,49,,,Lincoln (Mo.) (B),47.01,Washington University Mini Meet,"Mar 22, 2013",16,False
2013,D2,women,4x100,51,,,Incarnate Word (E),47.02,UTA Bobby Lane Invitational,"Mar 22, 2013",16,False
2013,D2,women,4x100,52,,,Shippensburg (D),47.1,PSAC Outdoor Track & Field Championships,"May 9, 2013",16,False
2013,D2,women,4x100,53,,,New Mexico Highlands (B),47.1,RMAC Championships,"May 5, 2013",16,False
2023,D2,men,1500,1,"Coca, Miguel",SR-4,Adams State,3:40.96,CSU Pueblo Open,"Mar 31, 2023",22,True
2023,D2,men,1500,2,"Dannatt, Charlie",SR-4,Simon Fraser,3:41.38,Track Fest,"May 6, 2023",22,True
2023,D2,men,1500,3,"Julian , Luke",SR-4,Colo. Sch. of Mines,3:41.84,2023 Bryan Clay Invitational,"Apr 13, 2023",22,True
2023,D2,men,1500,4,"Zlotoff, Jagger",FR-1,UC-Colo. Spgs.,3:43.32,CSU Pueblo Last Chance Invitational,"May 6, 2023",22,True
2023,D2,men,1500,5,"Gregoire, Jared",FR-1,MSU-Moorhead,3:43.51,2023 Bryan Clay Invitational,"Apr 13, 2023",22,True
2023,D2,men,1500,6,"Graff, Evan",SR-4,UC-Colo. Spgs.,3:44.04,CSU Pueblo Last Chance Invitational,"May 6, 2023",22,True
2023,D2,men,1500,7,"Campa , Alberto",FR-1,Colo. Sch. of Mines,3:44.44,Mines Mini Meet,"Apr 21, 2023",22,True
2023,D2,men,1500,8,"Vance , Alexander",JR-3,Colo. Christian,3:44.46,CSU Pueblo Last Chance Invitational,"May 6, 2023",22,True
2023,D2,men,1500,9,"Haviland, Dillan",JR-3,Northwood,3:44.52,G-MAC Outdoor Track & Field Championships,"May 3, 2023",22,True
2023,D2,men,1500,10,"Rettschlag, Jakob",SO-2,Wingate,3:44.53,Charlotte Invitational 2023,"Apr 28, 2023",22,True
2023,D2,men,1500,11,"Majeski, Hudson",JR-3,Colo. Christian,3:44.74,Mines Multi-Last Chance,"May 13, 2023",22,True
2023,D2,men,1500,12,"Lyell, Patrick",SO-2,Grand Valley St.,3:44.76,Lee University Last Chance,"May 13, 2023",22,True
2023,D2,men,1500,12,"Stuckey, Luke",SR-4,Nebraska-Kearney,3:44.76,2023 Bryan Clay Invitational,"Apr 13, 2023",22,True
2023,D2,men,1500,14,"Weber, Drew",SO-2,Western Washington,3:44.83,2023 Bryan Clay Invitational,"Apr 13, 2023",22,True
2023,D2,men,1500,14,"Nord, Tyler",FR-1,Western Colorado,3:44.83,CSU Pueblo Open,"Mar 31, 2023",22,True
2023,D2,men,1500,16,"Chahid, Hamza",FR-1,Wingate,3:44.96,Charlotte Invitational 2023,"Apr 28, 2023",22,True
2023,D2,men,1500,17,"Rugenerwa, Butare",SR-4,West Texas A&M,3:45.04,2023 Bryan Clay Invitational,"Apr 13, 2023",22,True
2023,D2,men,1500,18,"Cochran, Trent",JR-3,Colo. Christian,3:45.05,CSU Pueblo Last Chance Invitational,"May 6, 2023",22,True
2023,D2,men,1500,19,"Kelati, Simon",JR-3,Western Colorado,3:45.08,CSU Pueblo Open,"Mar 31, 2023",22,True
2023,D2,men,1500,20,"El Bouchayby, Oussama",FR-1,Angelo State,3:45.21,David Noble Relays,"Apr 7, 2023",22,True
2023,D2,men,1500,21,"Cherry, Christopher",SO-2,Illinois-Springfield,3:45.25,GLVC Track and Field Championships,"May 4, 2023",22,True
2023,D2,men,1500,22,"Sayen, Clayton",SR-4,Michigan Tech,3:45.27,St. Francis Fighting Chance Invite,"May 12, 2023",22,True
2023,D2,men,1500,23,"Cardenas, David",JR-3,Adams State,3:45.39,CSU Pueblo Last Chance Invitational,"May 6, 2023",22,False
2023,D2,men,1500,24,"Sharman-Newell, Reece",SO-2,CSU-Pueblo,3:45.45,2023 Bryan Clay Invitational,"Apr 13, 2023",22,False
2023,D2,men,1500,25,"Benoit, Cole",JR-3,Mississippi College,3:45.46,2023 Mississippi College Twilight (Mike McMillan),"Apr 28, 2023",22,False
2023,D2,men,1500,26,"Virey, Matisse",SO-2,CSU-Pueblo,3:45.51,CSU Pueblo Last Chance Invitational,"May 6, 2023",22,False
2023,D2,men,1500,27,"Sumner, Ben",SO-2,Azusa Pacific,3:45.62,2023 Bryan Clay Invitational,"Apr 13, 2023",22,False
2023,D2,men,1500,28,"Boaz, Trevor",JR-3,San Marcos,3:45.64,APU Franson Last Chance,"May 12, 2023",22,False
2023,D2,men,1500,29,"Scomparin, Loic",JR-3,Colo. Sch. of Mines,3:45.87,2023 Bryan Clay Invitational,"Apr 13, 2023",22,False
2023,D2,men,1500,30,"Maier, Tanner",JR-3,Minnesota State,3:46.02,2023 NSIC Outdoor Track & Field Championship,"May 11, 2023",22,False
2023,D2,men,1500,31,"Lange, Samuel",JR-3,Michigan Tech,3:46.11,St. Francis Fighting Chance Invite,"May 12, 2023",22,False
2023,D2,men,1500,32,"Brand, Colten",JR-3,Augustana (S.D.),3:46.18,Drake Relays,"Apr 26, 2023",22,False
2023,D2,men,1500,33,"Luera, Angel",SR-4,Dallas Baptist,3:46.31,J Fred Duckett Twilight Meet,"Apr 22, 2023",22,False
2023,D2,men,1500,34,"Moler, Matt",SR-4,Illinois-Springfield,3:46.56,St. Francis Fighting Chance Invite,"May 12, 2023",22,False
2023,D2,men,1500,35,"Futter, Caleb",JR-3,Grand Valley St.,3:46.59,2023 Bryan Clay Invitational,"Apr 13, 2023",22,False
2023,D2,men,1500,36,"Hutton, Hunter",JR-3,Western Oregon,3:46.67,2023 Bryan Clay Invitational,"Apr 13, 2023",22,False
2023,D2,men,1500,37,"Jones, Josh",SO-2,Northwood,3:46.69,2023 Bryan Clay Invitational,"Apr 13, 2023",22,False
2023,D2,men,1500,38,"Hoffman, Nicholas",SR-4,Grand Valley St.,3:46.99,GVSU Extra Weekend Meet,"Apr 29, 2023",22,False
2023,D2,men,1500,39,"Ondracek, Nathaniel",SO-2,Tiffin,3:47.08,APU Franson Last Chance,"May 12, 2023",22,False
2023,D2,men,1500,40,"Gorham, Riley",SR-4,Missouri Western,3:47.17,Drake Relays,"Apr 26, 2023",22,False
2023,D2,men,1500,41,"Johnson, Drew",SR-4,Alaska Anchorage,3:47.66,Oregon Twilight,"May 5, 2023",22,False
2023,D2,men,1500,42,"Freeland, Leo",SO-2,Wingate,3:47.69,APU Franson Last Chance,"May 12, 2023",22,False
2023,D2,men,1500,43,"Moreau, Louis",SR-4,West Texas A&M,3:47.81,2023 WT Last Chance Meet,"May 12, 2023",22,False
2023,D2,men,1500,44,"Nutter, Scott",SO-2,Wingate,3:47.92,Charlotte Invitational 2023,"Apr 28, 2023",22,False
2023,D2,men,1500,45,"Jett-Reynolds, Davonte",SR-4,Adams State,3:47.95,2023 Bryan Clay Invitational,"Apr 13, 2023",22,False
2023,D2,men,1500,46,"Laros, Lars",FR-1,Wingate,3:48.00,Charlotte Invitational 2023,"Apr 28, 2023",22,False
2023,D2,men,1500,47,"Melanese, Nick",SO-2,San Marcos,3:48.17,CCAA Track & Field Championships,"May 4, 2023",22,False
2023,D2,men,1500,47,"McDermott, Kevin",SO-2,Western Washington,3:48.17,Portland Twilight,"May 6, 2023",22,False
2023,D2,men,1500,49,"Alcantar, Cristian",SR-4,Stanislaus State,3:48.19,APU Franson Last Chance,"May 12, 2023",22,False
2023,D2,men,1500,49,"Volpe, Jonathan",SO-2,So. Conn. St.,3:48.19,2023 Bryan Clay Invitational,"Apr 13, 2023",22,False
2023,D2,men,1500,51,"Felumlee, Ramen",JR-3,Cedarville,3:48.21,G-MAC Outdoor Track & Field Championships,"May 3, 2023",22,False
2023,D2,men,1500,52,"Resendez, Jacob",JR-3,Fresno Pacific,3:48.37,Oxy Invitational,"May 6, 2023",22,False
2023,D2,men,1500,53,"Hatcher, Jacob",JR-3,Lee (Tenn.),3:48.49,Lee University Last Chance,"May 13, 2023",22,False
2023,D2,men,1500,54,"Foster, Jordan",JR-3,Findlay,3:48.65,G-MAC Outdoor Track & Field Championships,"May 3, 2023",22,False
2023,D2,men,1500,55,"Hartman, Ryan",SO-2,Augustana (S.D.),3:48.83,Portland Twilight,"May 6, 2023",22,False
2023,D2,men,1500,56,"Ferguson, Wes",JR-3,Nebraska-Kearney,3:48.85,2023 Bryan Clay Invitational,"Apr 13, 2023",22,False
2023,D2,men,1500,57,"Hanna, Jakob",SR-4,Sioux Falls,3:48.93,Drake Relays,"Apr 26, 2023",22,False
2023,D2,men,1500,58,"Contreras, Diego",SR-4,Pittsburg St.,3:48.95,2023 Bryan Clay Invitational,"Apr 13, 2023",22,False
2023,D2,men,1500,59,"Bergman, Elias",FR-1,Grand Valley St.,3:49.07,2023 Bryan Clay Invitational,"Apr 13, 2023",22,False
2023,D2,men,1500,60,"Prather, Isaac",SR-4,Concord,3:49.13,Vertklasse,"Mar 31, 2023",22,False
2023,D2,men,1500,61,"Davis, Payton",SO-2,Nebraska-Kearney,3:49.17,Drake Relays,"Apr 26, 2023",22,False
2023,D2,men,1500,62,"Burrows, Dylan",JR-3,Oklahoma Christian,3:49.19,2023 95th Clyde Littlefield Texas Relays,"Mar 29, 2023",22,False
2023,D2,men,1500,63,"Russo, Isaac",SR-4,Colo. Christian,3:49.28,2023 Bryan Clay Invitational,"Apr 13, 2023",22,False
2023,D2,men,1500,64,"Mettler , Matthew",SO-2,Colo. Sch. of Mines,3:49.36,Mines Mini Meet,"Apr 21, 2023",22,False
2021,D3,men,800,1,"Jasa, Mike",JR-3,Loras,1:50.00,Meet of Champions,"Apr 16, 2021",22,True
2021,D3,men,800,2,"Kuxmann, Ben",SO-2,Millikin,1:50.12,2021 Big Blue Twilight,"Apr 30, 2021",22,True
2021,D3,men,800,3,"Potter, Steven",JR-3,Wis.-Oshkosh,1:50.39,NCC Dr. Keeler Track & Field Meet-2021,"May 13, 2021",22,True
2021,D3,men,800,4,"Alderfer, Isaac",SO-2,Eastern Mennonite,1:50.61,2021 Aggie Classic Twilight,"May 16, 2021",22,True
2021,D3,men,800,5,"Martin, Dalton",SO-2,Wartburg,1:50.94,Meet of Champions,"Apr 16, 2021",22,True
2021,D3,men,800,6,"Cobin, Alex",JR-3,Washington U.,1:51.15,NCC Dr. Keeler Track & Field Meet-2021,"May 13, 2021",22,True
2021,D3,men,800,7,"Iddriss, Iddriss",SR-4,Stevenson,1:51.18,DeSales University Invitational,"Apr 24, 2021",22,True
2021,D3,men,800,8,"Gifford, Maxwell",SO-2,St. Thomas (Minn.),1:51.22,NCAA Final Qualifier @ UW-La Crosse,"May 19, 2021",22,True
2021,D3,men,800,9,"Martin, Travis",SO-2,Trinity (Conn.),1:51.25,Tufts National Qualifying Meet,"May 20, 2021",22,True
2021,D3,men,800,10,"Middendorf, Jesse",JR-3,Concordia-Moorhead,1:51.27,Ron Masanz Track & Field Classic,"Apr 30, 2021",22,True
2021,D3,men,800,11,"Wright, Lucas",SR-4,Hamilton,1:51.28,"Williams, Amherst, Hamilton","May 2, 2021",22,True
2021,D3,men,800,12,"Fry, Josh",SO-2,Colorado College,1:51.38,Air Force Twilight Open,"May 7, 2021",22,True
2021,D3,men,800,13,"Kilian, Levi",FR-1,Ohio Wesleyan,1:51.39,Rocket Invitational,"May 15, 2021",22,True
2021,D3,men,800,14,"Bryan, Alex",SO-2,Mount Union,1:51.42,Mount Union-Outdoor Last Chance,"May 19, 2021",22,True
2021,D3,men,800,15,"Beiler, Brody",SR-4,Messiah,1:51.45,DeSales University Invitational,"Apr 24, 2021",22,True
2021,D3,men,800,16,"Jacobs, Alvin",SR-4,Piedmont,1:51.52,Emory Final Qualifier,"May 19, 2021",22,True
2021,D3,men,800,17,"Forgash, Mitchell",SO-2,King's (Pa.),1:51.56,DeSales University Invitational,"Apr 24, 2021",22,True
2021,D3,men,800,18,"Kraus, Matthew",SR-4,DeSales,1:51.58,DeSales University Invitational,"Apr 24, 2021",22,True
2021,D3,men,800,19,"Llaneza, Sam",SO-2,Lynchburg,1:51.59,2021 Aggie Classic Twilight,"May 16, 2021",22,True
2021,D3,men,800,20,"Andersen, Chris",JR-3,Ramapo,1:51.60,IC4A/ECAC Outdoor Track & Field Championships,"May 14, 2021",22,True
2021,D3,men,800,21,"Santoro , Arthur",SR-4,Washington U.,1:51.65,Pacesetter Sports Invitational,"May 7, 2021",22,True
2021,D3,men,800,22,"Burnam, Jacob",JR-3,Transylvania,1:51.66,Pacesetter Sports Invitational,"May 7, 2021",22,True
2021,D3,men,800,23,"Pommier, Gabriel",JR-3,North Central (Ill.),1:51.67,Wheaton Invitational 2021,"Apr 17, 2021",22,False
2021,D3,men,800,24,"Houser, Will",FR-1,Washington U.,1:51.76,Augustana College Midwest Twilight Final Qualifier,"May 20, 2021",22,False
2021,D3,men,800,25,"Hoyle, Zachariah",SR-4,Southern Maine,1:51.89,Tufts National Qualifying Meet,"May 20, 2021",22,False
2021,D3,men,800,26,"Davis, Josiah",SR-4,Coast Guard,1:51.96,Tufts National Qualifying Meet,"May 20, 2021",22,False
2021,D3,men,800,27,"Schmidt, Wyatt",FR-1,Wartburg,1:52.25,Augustana College Midwest Twilight Final Qualifier,"May 20, 2021",22,False
2021,D3,men,800,28,"Eversden, Graham",JR-3,Carnegie Mellon,1:52.35,AARTFC Outdoor Track & Field Championships,"May 19, 2021",22,False
2021,D3,men,800,29,"Jorgenson, Noah",FR-1,Central College,1:52.38,Dr. Tucker Open,"May 7, 2021",22,False
2021,D3,men,800,30,"Pearl, Jake",FR-1,Keene State,1:52.42,NEICAAA Outdoor Track & Field Championships,"May 14, 2021",22,False
2021,D3,men,800,31,"Knoch, Justin",FR-1,Mount Union,1:52.53,Mount Union-Outdoor Last Chance,"May 19, 2021",22,False
2021,D3,men,800,32,"Ramsey, Deven",SR-4,Wittenberg,1:52.54,Augustana College Midwest Twilight Final Qualifier,"May 20, 2021",22,False
2021,D3,men,800,33,"Prenosil, Ryan",JR-3,Amherst,1:52.60,"Williams, Amherst, Hamilton","May 2, 2021",22,False
2021,D3,men,800,34,"Kang, Jinwoo",FR-1,Williams,1:52.69,Tufts National Qualifying Meet,"May 20, 2021",22,False
2021,D3,men,800,34,"Sheridan, Kieran",SO-2,SUNY Geneseo,1:52.69,Redhawk Capstone Meet,"May 14, 2021",22,False
2021,D3,men,800,36,"Harper, Ethan",FR-1,U. of Chicago,1:52.79,Pacesetter Sports Invitational,"May 7, 2021",22,False
2021,D3,men,800,36,"Oberfoell, Carter",SO-2,Loras,1:52.79,Wartburg Outdoor Select,"Apr 9, 2021",22,False
2021,D3,men,800,38,"Gilles, Braedon",FR-1,Wis.-Stevens Point,1:52.80,UW-Whitewater Drake Alternative,"Apr 23, 2021",22,False
2021,D3,men,800,39,"Steger, Ryan",JR-3,St. Scholastica,1:52.92,UWL Eagle Open,"May 14, 2021",22,False
2021,D3,men,800,39,"Kozlowski, Carl",SR-4,St. Thomas (Minn.),1:52.92,2021 MIAC Outdoor Track & Field Championships,"May 14, 2021",22,False
2021,D3,men,800,41,"Steeves, Benjamin",SR-4,WPI,1:52.99,NEWMAC Men's Track & Field Championships,"May 2, 2021",22,False
2021,D3,men,800,42,"Collet, Christopher",FR-1,Wartburg,1:53.02,Wartburg/Luther Dual,"May 6, 2021",22,False
2021,D3,men,800,43,"Giumenti, Vincent",FR-1,Mount Union,1:53.05,Mount Union-Outdoor Last Chance,"May 19, 2021",22,False
2021,D3,men,800,44,"O'Brien, Neil",SR-4,Trine,1:53.07,GVSU Al Owens Classic,"Apr 16, 2021",22,False
2021,D3,men,800,45,"Wachter, Dylan",FR-1,Wis.-River Falls,1:53.13,Hamline Showcase,"Apr 23, 2021",22,False
2021,D3,men,800,45,"Lenners, Garrett",FR-1,Nebraska Wesleyan,1:53.13,American Rivers Outdoor Conference Championships,"May 13, 2021",22,False
2021,D3,men,800,47,"Heinzman, Matt",JR-3,Wartburg,1:53.18,Wartburg/Luther Dual,"May 6, 2021",22,False
2021,D3,men,800,48,"Ammon, Jack",JR-3,George Fox,1:53.19,"Pacific vs. Linfield, George Fox, Lewis & Clark","Apr 10, 2021",22,False
2021,D3,men,800,49,"Lewis, Aiden",JR-3,Tufts,1:53.20,Tufts National Qualifying Meet,"May 20, 2021",22,False
2021,D3,men,800,49,"Rosaly, Henry",SO-2,Babson,1:53.20,NEICAAA Outdoor Track & Field Championships,"May 14, 2021",22,False
2018,D1,women,800,1,"Fray, Jazmine",JR-3,Texas A&M,2:01.18,Rafer Johnson & Jackie Joyner-Kersee Invitational,"Apr 14, 2018",48,True
2018,D1,women,800,2,"Southerland, Sabrina",SR-4,Oregon,2:01.44,Mt. SAC Relays,"Apr 19, 2018",48,True
2018,D1,women,800,3,"Miller, Aaliyah",FR-1,Baylor,2:02.41,Big 12 Conference Outdoor Track and Field Championships,"May 11, 2018",48,True
2018,D1,women,800,4,"Watson, Sammy",FR-1,Texas A&M,2:02.49,LSU Invitational,"Apr 28, 2018",48,True
2018,D1,women,800,5,"Wilson-Perteete, Avi' Tal",FR-1,UNLV,2:02.87,Mountain West Outdoor Track & Field Championships,"May 9, 2018",48,True
2018,D1,women,800,6,"Johnson, Kayla",FR-1,Miami,2:03.04,Miami Hurricane Collegiate Invitational,"Apr 14, 2018",48,True
2018,D1,women,800,7,"Marrero, Alethia",SR-4,Arizona State,2:03.08,2018 Pac-12 Track & Field Championships,"May 12, 2018",48,True
2018,D1,women,800,8,"Pocratsky, Rachel",JR-3,Virginia Tech,2:03.36,ACC Outdoor Championships,"May 10, 2018",48,True
2018,D1,women,800,9,"Baker, Olivia",SR-4,Stanford,2:03.37,2018 Pac-12 Track & Field Championships,"May 12, 2018",48,True
2018,D1,women,800,10,"MacLean, Heather",SR-4,UMass Amherst,2:03.45,UMASS Pre-Conference,"Apr 28, 2018",48,True
